price,bed,bath,acre_lot,city,house_size
1275000.0,3,4.0,0.26,Charlotte,3287.0
460000.0,4,3.0,0.38,Charlotte,2296.0
575000.0,4,3.0,0.45,Charlotte,2718.0
995000.0,4,4.0,0.45,Charlotte,2825.0
260000.0,4,3.0,0.04,Charlotte,1678.0
289900.0,4,2.0,0.29,Charlotte,1679.0
310000.0,4,2.0,0.31,Charlotte,1380.0
155000.0,2,2.0,0.3,Charlotte,984.0
279000.0,3,2.0,0.47,Charlotte,1424.0
485000.0,3,2.0,0.36,Charlotte,1715.0
360000.0,3,2.0,0.3,Charlotte,1711.0
330000.0,3,2.0,0.3,Charlotte,1624.0
265000.0,3,2.0,0.24,Charlotte,1375.0
284999.0,3,3.0,0.1,Charlotte,1440.0
359900.0,3,2.0,0.27,Charlotte,1255.0
425000.0,6,3.0,0.52,Charlotte,3286.0
345000.0,3,2.0,0.43,Charlotte,1370.0
215000.0,2,3.0,0.02,Charlotte,1322.0
340000.0,4,3.0,0.24,Charlotte,2024.0
409000.0,4,3.0,0.14,Charlotte,2460.0
399000.0,4,4.0,0.38,Charlotte,2554.0
275000.0,3,2.0,0.21,Charlotte,1000.0
460000.0,5,3.0,0.46,Charlotte,2612.0
295000.0,3,3.0,0.23,Charlotte,1634.0
175000.0,3,2.0,0.52,Charlotte,1196.0
250000.0,3,3.0,0.26,Charlotte,1822.0
230000.0,3,2.0,0.25,Charlotte,1150.0
200000.0,3,1.0,0.22,Charlotte,886.0
875000.0,4,2.0,0.17,Charlotte,2336.0
699000.0,4,2.0,0.19,Charlotte,2124.0
899000.0,3,3.0,0.07,Charlotte,2609.0
850000.0,4,4.0,0.13,Charlotte,2914.0
550000.0,3,2.0,0.18,Charlotte,1600.0
370000.0,2,2.0,3.8,Charlotte,1316.0
1425000.0,5,4.0,0.24,Charlotte,3408.0
285000.0,3,1.0,0.22,Charlotte,1015.0
235000.0,3,1.0,0.22,Charlotte,1071.0
309900.0,2,3.0,0.01,Charlotte,1026.0
559950.0,4,3.0,0.15,Charlotte,2356.0
1650000.0,5,4.0,0.24,Charlotte,4029.0
464900.0,3,2.0,0.14,Charlotte,1437.0
875000.0,4,3.0,1.4,Charlotte,3702.0
450000.0,4,3.0,0.32,Charlotte,2066.0
475000.0,3,2.0,0.34,Charlotte,1317.0
699950.0,3,2.0,0.51,Charlotte,2047.0
415000.0,3,2.0,0.36,Charlotte,1704.0
770000.0,4,3.0,0.06,Charlotte,2972.0
1250000.0,4,6.0,0.7,Charlotte,4570.0
450000.0,3,3.0,0.28,Charlotte,1784.0
209900.0,2,3.0,0.02,Charlotte,1267.0
270000.0,3,3.0,0.04,Charlotte,1436.0
500000.0,3,2.0,0.26,Charlotte,1802.0
750000.0,4,3.0,0.27,Charlotte,2784.0
500000.0,3,2.0,0.27,Charlotte,1268.0
650000.0,4,3.0,0.38,Charlotte,2151.0
749500.0,5,4.0,0.35,Charlotte,3066.0
410000.0,4,3.0,0.34,Charlotte,2350.0
539000.0,3,3.0,0.27,Charlotte,1864.0
1495000.0,6,4.0,0.45,Charlotte,4314.0
320000.0,3,2.0,0.41,Charlotte,1414.0
260000.0,3,2.0,0.27,Charlotte,1424.0
340000.0,4,2.0,0.35,Charlotte,1970.0
200000.0,2,2.0,0.16,Charlotte,1036.0
492000.0,4,3.0,0.23,Charlotte,1985.0
225000.0,3,2.0,0.28,Charlotte,1164.0
225000.0,3,2.0,0.36,Charlotte,1200.0
225000.0,3,2.0,0.36,Charlotte,1200.0
225000.0,3,2.0,0.28,Charlotte,1164.0
500000.0,3,2.0,0.27,Charlotte,1673.0
600000.0,4,2.0,0.23,Charlotte,2122.0
390000.0,3,2.0,0.3,Charlotte,1324.0
349900.0,3,2.0,0.37,Charlotte,1500.0
400000.0,3,3.0,0.06,Charlotte,1863.0
435000.0,3,1.0,0.33,Charlotte,1484.0
415000.0,3,2.0,0.25,Charlotte,1471.0
690000.0,5,3.0,0.39,Charlotte,2922.0
440000.0,3,3.0,0.07,Charlotte,2053.0
570000.0,4,3.0,0.28,Charlotte,2072.0
630000.0,5,3.0,0.3,Charlotte,2367.0
780000.0,4,4.0,0.48,Charlotte,3310.0
400000.0,3,3.0,0.06,Charlotte,1908.0
419000.0,4,3.0,0.43,Charlotte,2376.0
235000.0,2,3.0,0.03,Charlotte,1324.0
475000.0,5,3.0,0.33,Charlotte,3856.0
300000.0,3,3.0,0.15,Charlotte,1718.0
450000.0,4,3.0,0.21,Charlotte,3163.0
375000.0,5,3.0,0.31,Charlotte,2705.0
195000.0,3,1.0,0.23,Charlotte,1089.0
209900.0,3,3.0,0.3,Charlotte,1595.0
315000.0,3,3.0,0.13,Charlotte,1724.0
425000.0,4,2.0,0.21,Charlotte,2836.0
260000.0,3,3.0,0.04,Charlotte,1611.0
275000.0,3,2.0,0.26,Charlotte,1207.0
488000.0,4,3.0,0.29,Charlotte,1985.0
575000.0,3,2.0,0.28,Charlotte,1800.0
249900.0,3,3.0,0.02,Charlotte,1467.0
495000.0,4,3.0,0.26,Charlotte,2200.0
445000.0,3,3.0,0.07,Charlotte,2035.0
445000.0,3,3.0,0.36,Charlotte,1862.0
1500000.0,5,4.0,0.5,Charlotte,4681.0
715000.0,4,3.0,0.3,Charlotte,3555.0
1300000.0,4,3.0,0.71,Charlotte,2990.0
499000.0,4,3.0,0.28,Charlotte,2477.0
480000.0,5,3.0,0.32,Charlotte,3905.0
239900.0,4,2.0,0.37,Charlotte,1534.0
595000.0,4,4.0,0.1,Charlotte,2963.0
519000.0,4,3.0,0.31,Charlotte,2044.0
1166082.0,4,4.0,0.19,Charlotte,3473.0
535000.0,3,2.0,0.35,Charlotte,1782.0
500000.0,3,2.0,0.49,Charlotte,1983.0
417770.0,3,2.0,0.29,Charlotte,1544.0
707900.0,3,2.0,0.5,Charlotte,1997.0
521137.0,3,3.0,0.03,Charlotte,1936.0
1150000.0,5,3.0,0.38,Charlotte,3247.0
995000.0,4,3.0,0.39,Charlotte,2905.0
2100000.0,5,5.0,0.52,Charlotte,4623.0
574990.0,2,4.0,0.03,Charlotte,2040.0
409000.0,3,2.0,0.28,Charlotte,1655.0
525000.0,3,2.0,0.34,Charlotte,1555.0
505000.0,5,3.0,0.47,Charlotte,2735.0
1150000.0,5,4.0,0.6,Charlotte,4206.0
575000.0,4,2.0,0.42,Charlotte,2980.0
2650000.0,4,5.0,0.45,Charlotte,5935.0
675000.0,3,3.0,0.22,Charlotte,2319.0
535000.0,3,2.0,0.28,Charlotte,1515.0
1795000.0,5,5.0,0.47,Charlotte,4220.0
1745000.0,3,4.0,0.2,Charlotte,3996.0
389900.0,4,3.0,0.25,Charlotte,2064.0
915000.0,4,3.0,0.21,Charlotte,3031.0
749500.0,3,3.0,0.46,Charlotte,2531.0
450000.0,3,2.0,0.57,Charlotte,1686.0
485000.0,4,3.0,0.55,Charlotte,2409.0
531906.0,3,3.0,0.03,Charlotte,1982.0
325000.0,2,1.0,0.3,Charlotte,1040.0
1495000.0,4,3.0,0.49,Charlotte,4271.0
715000.0,4,3.0,0.39,Charlotte,2548.0
3500000.0,7,9.0,1.75,Charlotte,10185.0
850000.0,5,3.0,0.46,Charlotte,2737.0
749900.0,4,3.0,0.19,Charlotte,2434.0
1850000.0,5,5.0,0.29,Charlotte,4036.0
810000.0,3,3.0,0.09,Charlotte,2857.0
1495000.0,5,4.0,0.3,Charlotte,3710.0
657800.0,3,4.0,0.03,Charlotte,2070.0
819000.0,5,3.0,0.32,Charlotte,2523.0
1850000.0,4,5.0,0.35,Charlotte,3665.0
850000.0,3,1.0,0.21,Charlotte,1232.0
300000.0,3,2.0,0.18,Charlotte,1390.0
325000.0,4,3.0,0.52,Charlotte,2024.0
435000.0,4,3.0,0.18,Charlotte,2709.0
495000.0,3,2.0,0.18,Charlotte,1237.0
575000.0,3,2.0,0.18,Charlotte,2054.0
1450000.0,5,4.0,0.89,Charlotte,4968.0
2895000.0,5,6.0,0.69,Charlotte,6461.0
399000.0,3,2.0,0.28,Charlotte,1416.0
379900.0,4,3.0,0.28,Charlotte,2040.0
425000.0,3,2.0,0.44,Charlotte,1785.0
1100000.0,4,4.0,0.59,Charlotte,3522.0
699000.0,3,2.0,0.45,Charlotte,1398.0
735000.0,3,2.0,0.5,Charlotte,1553.0
570000.0,4,3.0,0.39,Charlotte,2536.0
399000.0,3,2.0,0.27,Charlotte,1205.0
350000.0,4,2.0,0.19,Charlotte,1732.0
200000.0,2,1.0,0.26,Charlotte,1227.0
590000.0,3,3.0,0.16,Charlotte,1923.0
149900.0,1,1.0,0.01,Charlotte,908.0
412000.0,2,4.0,0.02,Charlotte,1723.0
215000.0,3,2.0,0.27,Charlotte,1153.0
618200.0,3,5.0,0.02,Charlotte,2443.0
374900.0,3,1.0,0.22,Charlotte,1175.0
250000.0,3,1.0,0.21,Charlotte,1037.0
289995.0,3,1.0,0.25,Charlotte,1042.0
503000.0,2,4.0,0.02,Charlotte,1723.0
340000.0,3,2.0,0.27,Charlotte,1328.0
249990.0,2,1.0,0.23,Charlotte,899.0
320000.0,3,2.0,0.25,Charlotte,1003.0
657500.0,4,3.0,0.37,Charlotte,2451.0
429000.0,2,4.0,0.02,Charlotte,1723.0
518000.0,2,4.0,0.02,Charlotte,1723.0
255000.0,3,2.0,0.18,Charlotte,922.0
375000.0,3,3.0,0.07,Charlotte,1704.0
239900.0,3,1.0,0.22,Charlotte,1009.0
525000.0,3,4.0,0.04,Charlotte,2027.0
487900.0,3,3.0,0.12,Charlotte,1718.0
269900.0,3,2.0,0.16,Charlotte,1230.0
275000.0,3,2.0,0.2,Charlotte,1198.0
275000.0,3,1.0,0.19,Charlotte,1025.0
140400.0,4,2.0,0.17,Charlotte,1284.0
533500.0,2,4.0,0.02,Charlotte,1727.0
349900.0,3,2.0,0.28,Charlotte,1000.0
350000.0,3,1.0,0.32,Charlotte,1041.0
250000.0,4,2.0,0.16,Charlotte,1404.0
300000.0,3,2.0,0.17,Charlotte,1251.0
205000.0,3,1.0,0.32,Charlotte,1041.0
250000.0,3,2.0,0.12,Charlotte,1140.0
543300.0,4,3.0,0.11,Charlotte,1929.0
330000.0,3,2.0,0.23,Charlotte,1486.0
570000.0,3,2.0,0.25,Charlotte,1418.0
350000.0,3,1.0,0.42,Charlotte,1177.0
602910.0,3,4.0,0.03,Charlotte,2203.0
450000.0,5,3.0,0.19,Charlotte,1512.0
1025000.0,4,4.0,0.3,Charlotte,3245.0
660000.0,3,3.0,0.13,Charlotte,1534.0
425285.0,2,4.0,0.02,Charlotte,1613.0
335000.0,3,1.0,0.24,Charlotte,1152.0
629000.0,3,3.0,0.1,Charlotte,2079.0
408000.0,2,1.0,0.23,Charlotte,880.0
406000.0,3,2.0,0.31,Charlotte,1205.0
1079000.0,4,4.0,0.19,Charlotte,2972.0
685000.0,3,3.0,0.06,Charlotte,2174.0
599000.0,4,4.0,0.12,Charlotte,2337.0
340000.0,2,1.0,0.21,Charlotte,950.0
399000.0,3,3.0,0.03,Charlotte,1755.0
325000.0,2,1.0,0.31,Charlotte,1232.0
325000.0,3,2.0,0.27,Charlotte,1062.0
450000.0,3,2.0,0.28,Charlotte,1585.0
335000.0,2,2.0,0.24,Charlotte,1287.0
450000.0,2,1.0,0.25,Charlotte,1421.0
491000.0,3,2.0,0.34,Charlotte,1720.0
219995.0,3,1.0,0.24,Charlotte,1122.0
369000.0,3,2.0,0.26,Charlotte,1576.0
399500.0,3,2.0,0.37,Charlotte,1871.0
335000.0,3,3.0,0.2,Charlotte,1060.0
495000.0,3,1.0,0.29,Charlotte,1310.0
497500.0,3,3.0,0.26,Charlotte,1546.0
615000.0,4,3.0,0.16,Charlotte,2092.0
545000.0,3,3.0,0.05,Charlotte,2214.0
360000.0,3,2.0,0.26,Charlotte,1407.0
425000.0,2,2.0,0.81,Charlotte,1171.0
420000.0,3,2.0,0.27,Charlotte,1415.0
895000.0,4,4.0,0.21,Charlotte,2802.0
685000.0,4,3.0,0.2,Charlotte,2346.0
404900.0,6,4.0,0.27,Charlotte,2189.0
525000.0,3,3.0,0.05,Charlotte,2176.0
585000.0,3,1.0,0.17,Charlotte,1458.0
388000.0,3,2.0,0.27,Charlotte,1390.0
330000.0,2,3.0,0.02,Charlotte,995.0
399000.0,3,2.0,0.18,Charlotte,1324.0
450000.0,3,2.0,0.27,Charlotte,1544.0
450000.0,4,2.0,0.28,Charlotte,1605.0
340000.0,3,1.0,0.3,Charlotte,972.0
749900.0,4,3.0,0.2,Charlotte,2220.0
360000.0,2,3.0,0.0,Charlotte,1340.0
359900.0,2,1.0,0.16,Charlotte,878.0
499900.0,2,2.0,0.17,Charlotte,1169.0
435000.0,2,1.0,0.25,Charlotte,1090.0
625000.0,3,2.0,0.26,Charlotte,1476.0
475000.0,4,2.0,0.17,Charlotte,1909.0
345000.0,2,2.0,0.29,Charlotte,1222.0
425000.0,2,1.0,0.24,Charlotte,935.0
1199000.0,5,4.0,0.22,Charlotte,3457.0
430000.0,3,3.0,0.04,Charlotte,1958.0
210000.0,2,1.0,0.14,Charlotte,850.0
1250000.0,4,4.0,0.18,Charlotte,3888.0
415000.0,3,2.0,0.42,Charlotte,1711.0
525000.0,3,3.0,0.05,Charlotte,2176.0
499000.0,3,2.0,0.23,Charlotte,1645.0
315000.0,3,1.0,0.24,Charlotte,1200.0
225000.0,1,1.0,3.54,Charlotte,787.0
1150000.0,7,7.0,0.12,Charlotte,3100.0
309900.0,3,3.0,0.09,Charlotte,1800.0
331000.0,4,2.0,0.35,Charlotte,2051.0
349900.0,4,3.0,0.34,Charlotte,1716.0
390000.0,3,2.0,0.17,Charlotte,1487.0
389700.0,3,2.0,0.21,Charlotte,1389.0
449900.0,3,2.0,0.18,Charlotte,1926.0
215000.0,3,1.0,0.38,Charlotte,1333.0
329900.0,4,2.0,0.51,Charlotte,1945.0
230000.0,3,1.0,0.16,Charlotte,876.0
179500.0,2,3.0,0.02,Charlotte,1066.0
335000.0,3,2.0,0.19,Charlotte,1326.0
335500.0,3,3.0,0.19,Charlotte,1862.0
457540.0,4,3.0,0.15,Charlotte,2412.0
401700.0,3,2.0,0.15,Charlotte,1835.0
699000.0,3,2.0,0.31,Charlotte,1576.0
255000.0,3,1.0,0.2,Charlotte,1220.0
305000.0,4,2.0,0.22,Charlotte,1608.0
299900.0,4,2.0,0.24,Charlotte,1592.0
425000.0,4,3.0,0.14,Charlotte,2041.0
280000.0,4,2.0,0.38,Charlotte,1953.0
265000.0,3,2.0,0.43,Charlotte,1000.0
325000.0,3,2.0,0.26,Charlotte,1412.0
399000.0,3,3.0,0.22,Charlotte,1190.0
448455.0,4,3.0,0.13,Charlotte,2518.0
1595000.0,4,5.0,0.65,Charlotte,4427.0
477800.0,4,3.0,0.74,Charlotte,2442.0
650000.0,4,3.0,0.45,Charlotte,2997.0
749900.0,4,3.0,4.2,Charlotte,3124.0
365000.0,4,2.0,0.32,Charlotte,1887.0
305900.0,3,3.0,0.05,Charlotte,1683.0
589000.0,4,3.0,0.24,Charlotte,3318.0
690000.0,5,3.0,0.24,Charlotte,3140.0
369900.0,3,3.0,0.07,Charlotte,1602.0
1695000.0,5,5.0,0.48,Charlotte,5357.0
412000.0,3,3.0,0.22,Charlotte,2235.0
699900.0,4,3.0,0.2,Charlotte,3135.0
524900.0,4,4.0,0.25,Charlotte,3058.0
698900.0,4,4.0,0.35,Charlotte,3399.0
1250000.0,6,5.0,0.3,Charlotte,5350.0
1550000.0,6,6.0,0.53,Charlotte,5916.0
400000.0,3,3.0,0.05,Charlotte,1775.0
899000.0,5,4.0,0.31,Charlotte,3795.0
849000.0,4,3.0,0.36,Charlotte,3510.0
605000.0,4,3.0,0.15,Charlotte,2920.0
494739.0,4,4.0,0.16,Charlotte,3071.0
349900.0,3,3.0,0.14,Charlotte,1730.0
1175000.0,5,5.0,0.38,Charlotte,5506.0
418500.0,4,3.0,0.19,Charlotte,2173.0
415000.0,4,3.0,0.22,Charlotte,2439.0
581000.0,4,4.0,0.15,Charlotte,3312.0
550000.0,5,4.0,0.34,Charlotte,3604.0
375000.0,3,2.0,0.52,Charlotte,1754.0
371040.0,4,3.0,0.2,Charlotte,2644.0
220000.0,3,2.0,0.23,Charlotte,1025.0
405000.0,4,3.0,0.15,Charlotte,2208.0
356900.0,4,4.0,0.04,Charlotte,2058.0
245000.0,3,1.0,0.29,Charlotte,983.0
340000.0,5,3.0,0.17,Charlotte,2289.0
400000.0,3,3.0,0.51,Charlotte,2913.0
318000.0,2,3.0,0.08,Charlotte,1307.0
500000.0,5,3.0,0.19,Charlotte,2695.0
379900.0,3,3.0,0.32,Charlotte,2315.0
290000.0,3,2.0,0.43,Charlotte,1541.0
923000.0,5,5.0,0.19,Charlotte,3602.0
365000.0,4,3.0,0.27,Charlotte,2316.0
699000.0,4,3.0,0.62,Charlotte,2338.0
599000.0,6,6.0,0.19,Charlotte,4252.0
450000.0,4,3.0,0.2,Charlotte,2784.0
345000.0,4,2.0,0.32,Charlotte,1695.0
450000.0,4,3.0,0.2,Charlotte,2611.0
810000.0,5,4.0,0.28,Charlotte,4153.0
474000.0,4,4.0,0.17,Charlotte,3265.0
270900.0,3,2.0,0.21,Charlotte,1506.0
432250.0,4,3.0,0.15,Charlotte,2412.0
412505.0,4,3.0,0.12,Charlotte,2518.0
379945.0,3,3.0,0.12,Charlotte,1887.0
839000.0,3,3.0,0.37,Charlotte,2487.0
950000.0,4,4.0,0.31,Charlotte,3228.0
850000.0,4,3.0,0.29,Charlotte,2305.0
350000.0,2,4.0,0.03,Charlotte,1960.0
829000.0,3,3.0,0.01,Charlotte,2879.0
795000.0,4,3.0,0.31,Charlotte,2720.0
475000.0,3,1.0,0.29,Charlotte,1203.0
850000.0,4,2.0,1.06,Charlotte,1678.0
1489000.0,4,5.0,0.41,Charlotte,4308.0
456501.0,4,3.0,0.18,Charlotte,3060.0
580520.0,4,3.0,1.0,Charlotte,2886.0
433279.0,4,3.0,0.26,Charlotte,2753.0
500529.0,6,6.0,0.4,Charlotte,4117.0
426310.0,3,2.0,0.18,Charlotte,2435.0
395000.0,4,3.0,0.24,Charlotte,2159.0
419235.0,4,3.0,0.18,Charlotte,2412.0
460949.0,4,4.0,0.91,Charlotte,2790.0
421644.0,4,3.0,0.19,Charlotte,2753.0
3150000.0,6,7.0,1.0,Charlotte,8170.0
410000.0,3,2.0,0.22,Charlotte,2083.0
375000.0,3,3.0,0.2,Charlotte,2126.0
500000.0,4,3.0,0.26,Charlotte,3325.0
403600.0,4,3.0,0.22,Charlotte,2590.0
470316.0,5,3.0,0.19,Charlotte,3050.0
756900.0,4,4.0,0.21,Charlotte,3091.0
500000.0,5,3.0,0.16,Charlotte,2656.0
299900.0,3,2.0,0.39,Charlotte,1395.0
577240.0,5,4.0,0.43,Charlotte,3775.0
360000.0,4,3.0,0.19,Charlotte,1953.0
545900.0,5,5.0,0.23,Charlotte,3380.0
385000.0,4,3.0,0.2,Charlotte,2751.0
375000.0,4,3.0,0.16,Charlotte,2817.0
599000.0,5,5.0,0.43,Charlotte,4645.0
240000.0,3,3.0,0.03,Charlotte,1531.0
220500.0,3,1.0,0.19,Charlotte,1088.0
624900.0,2,2.0,0.17,Charlotte,2289.0
563040.0,3,3.0,0.27,Charlotte,2275.0
349000.0,3,3.0,0.16,Charlotte,1851.0
325000.0,2,3.0,0.05,Charlotte,1623.0
275000.0,4,2.0,0.2,Charlotte,1232.0
224900.0,3,1.0,0.83,Charlotte,1028.0
375000.0,3,3.0,0.26,Charlotte,2131.0
330000.0,2,2.0,0.2,Charlotte,895.0
365000.0,3,3.0,0.07,Charlotte,2018.0
230000.0,3,2.0,0.23,Charlotte,1270.0
364000.0,3,2.0,0.33,Charlotte,1501.0
220000.0,3,2.0,0.17,Charlotte,1023.0
230000.0,3,2.0,0.31,Charlotte,1134.0
335000.0,3,3.0,0.09,Charlotte,1420.0
342000.0,4,3.0,0.15,Charlotte,3254.0
270000.0,3,2.0,0.46,Charlotte,1360.0
365000.0,3,3.0,0.37,Charlotte,2009.0
345888.0,3,2.0,0.24,Charlotte,1161.0
280000.0,3,2.0,0.26,Charlotte,1351.0
534900.0,4,3.0,0.28,Charlotte,2595.0
1250000.0,5,4.0,0.3,Charlotte,3657.0
400000.0,3,3.0,0.1,Charlotte,2434.0
265000.0,3,2.0,0.21,Charlotte,1261.0
350000.0,3,2.0,0.25,Charlotte,1618.0
335000.0,3,3.0,0.14,Charlotte,2272.0
285000.0,3,3.0,0.14,Charlotte,1756.0
435000.0,4,3.0,0.26,Charlotte,3906.0
455000.0,5,3.0,0.23,Charlotte,2864.0
374900.0,5,3.0,0.28,Charlotte,2406.0
210000.0,3,2.0,0.04,Charlotte,1360.0
239900.0,3,1.0,0.37,Charlotte,920.0
259990.0,3,2.0,0.23,Charlotte,1588.0
320000.0,2,2.0,0.24,Charlotte,1004.0
349900.0,2,2.0,0.3,Charlotte,1105.0
375000.0,3,2.0,0.47,Charlotte,1469.0
295000.0,3,2.0,0.18,Charlotte,1428.0
275000.0,3,2.0,0.15,Charlotte,1552.0
260000.0,3,3.0,0.05,Charlotte,1557.0
295000.0,3,3.0,0.16,Charlotte,1750.0
205000.0,3,2.0,0.21,Charlotte,989.0
140000.0,2,1.0,0.21,Charlotte,696.0
140000.0,2,1.0,0.13,Charlotte,696.0
729000.0,3,3.0,0.2,Charlotte,2170.0
140000.0,2,1.0,0.21,Charlotte,702.0
491000.0,3,2.0,0.38,Charlotte,2070.0
250000.0,3,2.0,0.28,Charlotte,1248.0
309000.0,4,3.0,0.57,Charlotte,1889.0
825000.0,4,3.0,0.48,Charlotte,3117.0
279900.0,4,2.0,0.26,Charlotte,1387.0
375000.0,3,3.0,0.36,Charlotte,2427.0
600000.0,4,3.0,0.18,Charlotte,2044.0
315000.0,4,3.0,0.14,Charlotte,2327.0
419900.0,4,3.0,0.5,Charlotte,2707.0
249473.0,3,1.0,0.16,Charlotte,1032.0
350000.0,3,3.0,0.79,Charlotte,1620.0
257500.0,3,1.0,0.22,Charlotte,1184.0
330000.0,3,2.0,0.29,Charlotte,1638.0
401000.0,5,3.0,0.21,Charlotte,2743.0
695000.0,3,2.0,0.28,Charlotte,1952.0
270000.0,3,2.0,0.33,Charlotte,1470.0
265000.0,3,2.0,0.32,Charlotte,1340.0
245000.0,3,2.0,0.18,Charlotte,1145.0
302000.0,2,2.0,0.44,Charlotte,1637.0
299900.0,3,2.0,0.24,Charlotte,1520.0
229900.0,3,2.0,0.25,Charlotte,1501.0
278000.0,3,3.0,0.29,Charlotte,1560.0
310000.0,3,3.0,0.15,Charlotte,1509.0
210000.0,2,3.0,0.03,Charlotte,1303.0
249900.0,3,3.0,0.11,Charlotte,1618.0
150000.0,4,2.0,0.21,Charlotte,1305.0
265000.0,4,3.0,0.21,Charlotte,1630.0
450000.0,4,3.0,0.31,Charlotte,1784.0
190000.0,2,2.0,0.54,Charlotte,1260.0
420000.0,3,2.0,0.16,Charlotte,1401.0
289900.0,4,2.0,0.35,Charlotte,1559.0
1049000.0,4,4.0,0.1,Charlotte,4270.0
325000.0,2,3.0,0.03,Charlotte,1046.0
500000.0,3,3.0,0.34,Charlotte,2132.0
1325000.0,5,6.0,0.52,Charlotte,3935.0
624900.0,3,3.0,0.34,Charlotte,2252.0
538900.0,3,3.0,0.07,Charlotte,2451.0
350000.0,4,3.0,0.39,Charlotte,2378.0
270000.0,3,3.0,0.34,Charlotte,1669.0
425000.0,3,2.0,0.39,Charlotte,1795.0
210000.0,3,2.0,0.31,Charlotte,1007.0
